Marital_Status,Income,Kidhome,Teenhome,Recency,NumDealsPurchases,NumWebVisitsMonth,Complain,Response,TotalSpend,TotalPurchases,TotalCampaignsAccepted,EducationLevel,CustomerTenure,Age
Widow,76842.0,0,0,37,1,0,0,0,1130,16,0,4,4377,76
Together,29478.0,1,0,59,1,6,0,0,20,4,0,3,4483,50
Single,46998.0,0,1,55,5,7,0,0,377,13,1,3,4935,70
Single,96843.0,0,0,60,1,2,0,1,1544,27,1,3,4752,36
Widow,56551.0,1,1,48,3,4,0,0,138,7,0,4,4373,76
Married,70053.0,0,1,38,3,5,0,0,1012,23,0,4,4681,61
Widow,71670.0,0,0,8,1,6,0,1,1766,14,3,4,4675,64
Married,44359.0,1,1,19,3,3,0,0,45,6,0,3,4332,48
Single,40887.0,1,1,32,3,9,0,1,161,7,0,3,4739,74
Divorced,48877.0,0,1,27,1,7,0,0,144,7,0,3,4495,60
Together,74485.0,0,0,58,1,3,0,0,1734,25,0,3,4629,79
Together,64474.0,0,1,59,2,5,0,0,823,20,0,3,4570,54
Together,77226.0,0,1,29,2,3,0,0,1138,26,0,3,4441,63
Widow,72643.0,0,0,60,1,2,0,1,1429,20,1,3,4807,77
Together,85738.0,0,0,41,1,1,0,0,1371,20,2,4,4477,48
Divorced,55686.0,0,1,27,2,4,0,0,982,14,1,3,4820,60
Single,39062.0,1,0,28,1,4,0,0,44,4,1,3,4416,43
Together,34600.0,1,1,8,5,8,0,1,318,12,0,3,4864,55
Married,40794.0,0,1,18,2,7,0,0,434,14,0,3,4768,51
Married,54690.0,1,1,76,3,3,0,0,198,9,0,2,4554,55
Married,4428.0,0,1,0,0,1,0,0,359,25,0,3,4587,57
Married,32632.0,0,0,32,2,5,0,0,576,16,0,2,5016,63
Single,38236.0,1,1,2,4,7,0,0,88,7,0,4,4602,58
Married,36781.0,1,0,16,1,8,0,1,63,5,0,3,4400,47
Single,31385.0,1,0,56,1,8,0,1,27,3,1,4,4891,42
Married,24570.0,1,0,97,3,9,0,0,193,8,0,3,4807,42
Divorced,25509.0,1,0,15,3,9,0,1,101,6,0,4,4969,52
Married,94642.0,0,0,35,0,1,0,0,2211,21,2,3,4457,75
Married,58646.0,0,1,3,1,4,0,0,140,7,0,4,4704,64
Single,53201.0,1,1,49,8,7,0,0,415,14,0,3,4822,51
Together,21994.0,0,1,4,1,5,0,0,22,3,0,3,4872,69
Married,57113.0,1,1,45,6,7,0,0,263,10,0,3,4828,48
Married,51373.0,0,0,37,1,4,0,0,393,11,0,3,4692,35
Married,23477.0,1,0,39,3,8,0,0,147,7,0,3,4571,40
Married,58116.0,0,1,38,2,2,0,0,443,14,0,3,4397,70
Divorced,72968.0,0,0,8,1,3,0,1,1958,18,1,4,4515,63
Married,39791.0,0,1,89,2,7,0,0,174,8,0,4,4778,55
Single,91712.0,0,0,47,0,3,0,1,2217,27,1,4,4575,79
Single,94472.0,0,1,75,1,5,0,0,1691,15,2,3,4407,68
Together,13672.0,1,1,86,2,8,0,0,25,4,0,3,4758,66
Married,96547.0,0,0,4,0,2,0,1,809,21,3,2,4357,46
Married,79205.0,0,0,73,1,4,0,1,895,15,1,3,4989,51
Together,56559.0,0,1,46,3,4,0,0,484,15,0,4,4871,51
Married,32644.0,1,0,38,4,8,0,0,413,14,1,4,4849,53
Single,67506.0,0,1,73,1,3,0,0,331,11,0,2,4498,46
Single,24206.0,1,0,66,1,6,0,0,25,4,0,3,4798,56
Divorced,28420.0,1,0,36,1,6,0,0,13,3,0,4,4507,59
Married,22979.0,1,0,29,3,8,0,1,115,7,0,3,4981,56
Single,33279.0,0,0,29,1,3,0,0,16,3,0,3,4337,60
Single,46423.0,1,1,6,3,7,0,0,92,6,0,4,4604,54
Married,30368.0,0,1,97,2,8,0,0,52,5,0,3,4554,49
Married,63684.0,0,1,61,3,5,0,0,1464,20,0,3,4900,56
Divorced,41638.0,0,1,68,4,8,0,0,441,13,1,3,4821,62
Divorced,68805.0,0,1,73,1,2,0,0,283,11,0,4,4605,67
Together,65814.0,0,1,90,3,5,0,0,747,20,0,4,4439,60
Divorced,71964.0,0,0,81,1,3,0,0,1870,16,0,3,4725,68
Single,39146.0,1,0,1,3,8,0,0,165,8,0,3,4820,40
Together,96876.0,0,0,79,1,2,0,1,1941,23,3,3,4647,49
Married,34445.0,0,0,92,6,9,0,0,839,21,0,1,4838,45
Single,68281.0,0,0,31,1,5,0,1,1655,24,0,3,5011,68
Married,37284.0,1,1,46,1,6,0,0,23,3,0,2,4777,51
Married,36790.0,0,0,14,1,9,0,1,66,5,0,3,4805,43
Together,27943.0,1,1,89,3,8,0,0,37,5,0,3,4760,59
Divorced,22263.0,1,1,31,2,6,1,0,21,4,0,3,4411,75
Together,30261.0,1,2,75,1,8,0,0,22,3,0,3,4962,54
Together,28587.0,1,0,42,3,6,0,0,78,6,0,3,4457,48
Married,43815.0,1,0,53,1,6,0,0,79,5,0,4,4770,44
Married,48195.0,1,1,53,6,6,0,0,265,11,0,3,4479,70
Married,77027.0,0,1,23,2,4,0,0,1175,17,0,4,4464,74
Married,71322.0,0,1,57,2,4,0,0,1305,26,0,4,4818,61
Married,32765.0,1,0,49,2,5,0,0,46,6,0,4,4446,47
Together,29672.0,1,1,6,1,6,0,0,25,3,0,3,4794,61
Divorced,23272.0,0,0,29,1,4,0,0,46,4,0,3,4575,73
Together,49912.0,0,1,5,4,8,0,1,874,22,1,4,4980,77
Together,7500.0,1,0,98,4,9,0,0,100,6,0,2,5017,41
Widow,68117.0,0,1,80,2,6,0,1,930,23,1,4,4796,79
Married,67225.0,0,1,4,3,5,0,0,868,20,0,3,4535,71
Married,17649.0,1,0,70,3,8,0,0,45,6,0,3,4549,50
Together,55914.0,0,1,32,4,7,0,0,1260,25,0,3,4746,51
Married,40059.0,1,0,82,1,8,0,0,414,11,1,3,4594,42
Together,60905.0,0,1,27,2,2,0,0,392,13,0,3,4526,76
Married,75330.0,1,1,94,4,6,0,0,1109,25,0,3,4953,49
Single,60689.0,0,1,23,4,3,0,0,639,18,0,3,4713,75
Married,38680.0,1,0,97,1,7,0,0,79,5,0,3,4778,42
Together,61416.0,0,0,25,1,6,0,0,1665,23,1,3,4826,44
Single,49767.0,0,0,92,1,4,0,0,692,17,0,3,4743,35
Single,83273.0,1,2,98,10,7,0,0,1392,19,0,3,4962,56
Married,29009.0,1,0,19,2,6,0,0,44,5,0,3,4532,45
Married,45057.0,1,0,80,1,5,0,0,50,5,0,4,4530,47
Married,37150.0,1,0,80,8,7,0,0,467,13,0,3,4976,55
Single,43020.0,1,0,79,3,6,0,0,223,9,0,3,4531,56
Married,53154.0,0,1,50,1,4,0,0,158,8,0,3,4340,67
Married,65308.0,0,0,60,1,4,0,0,1211,27,2,3,4611,53
Single,76467.0,1,0,44,2,6,0,1,1575,12,0,3,5001,56
Married,81044.0,0,0,0,1,1,0,0,1208,21,0,2,4504,79
Married,32871.0,1,1,28,1,4,0,0,43,4,0,3,4797,75
Single,55801.0,1,1,35,6,7,0,0,527,15,1,3,4600,51
Widow,76320.0,0,1,49,2,2,0,0,932,13,0,3,4327,67
Single,36927.0,1,1,46,2,8,0,0,71,6,0,4,4347,71
Together,48794.0,1,1,97,1,4,0,0,54,4,0,3,4323,73
Single,23478.0,0,0,51,1,8,0,0,129,6,0,3,4787,61
Divorced,71128.0,1,0,80,3,7,0,0,1615,24,0,3,4951,53
Divorced,70179.0,0,1,10,3,5,0,0,1034,23,0,4,4663,50
Married,59462.0,0,1,29,2,7,0,0,1088,23,0,3,4860,76
Together,51381.5,1,1,52,7,3,0,0,721,18,0,4,4727,57
Together,38361.0,1,0,74,3,7,0,0,137,7,0,3,4504,57
Single,51381.5,1,0,82,2,6,0,0,47,6,0,4,4714,45
Together,70038.0,0,0,54,1,2,0,0,1244,16,0,4,4567,44
Together,42554.0,1,1,93,2,4,0,0,41,5,0,3,4853,48
Married,67445.0,0,1,63,5,6,0,0,1174,27,0,3,5006,52
Widow,67046.0,0,1,92,2,2,0,0,993,13,0,3,4859,75
Married,42192.0,0,0,40,1,4,0,0,100,6,0,3,4616,78
Married,77610.0,0,1,70,2,7,0,0,1680,15,0,4,4928,74
Married,31761.0,1,0,96,2,5,0,0,98,7,0,3,4405,42
Together,34350.0,1,0,81,1,7,0,0,48,4,0,3,4573,47
Together,54591.0,0,1,63,3,5,0,0,519,16,0,3,4648,77
Married,71866.0,0,1,85,1,3,0,0,715,19,0,3,4506,70
Married,25293.0,1,0,51,1,8,0,0,37,4,0,3,4607,57
Single,42000.0,0,0,23,2,5,0,1,653,18,0,4,4855,39
Married,69520.0,0,0,95,1,5,0,0,1455,20,0,3,4677,43
Divorced,64713.0,1,0,11,2,4,0,1,602,17,0,3,4462,56
Married,27889.0,1,0,42,1,6,0,0,26,4,0,4,4679,49
Widow,22123.0,0,0,77,1,5,0,0,102,6,0,1,4414,66
Married,51381.5,1,1,82,4,8,0,0,97,6,0,3,4803,55
Together,51381.5,0,1,83,2,6,0,0,207,9,0,4,4691,72
Married,27803.0,1,0,40,2,8,0,0,176,7,0,3,4992,53
Single,51381.5,0,1,95,3,7,0,0,450,12,0,3,4574,71
Married,51651.0,0,1,32,4,8,0,0,433,13,0,3,4919,66
Married,68487.0,0,0,48,1,4,0,0,1366,29,0,3,4852,38
Widow,51381.5,0,0,75,1,1,0,1,1564,21,1,4,4562,83
Married,56796.0,0,1,24,3,7,0,0,1001,24,0,3,4818,57
Married,87000.0,0,0,61,1,2,0,0,961,17,0,2,4881,34
Married,79823.0,0,1,6,1,2,0,0,1518,22,1,3,4410,67
Single,30828.0,1,0,16,2,3,0,0,56,6,0,3,4588,46
Married,34109.0,0,1,39,1,4,0,0,22,3,0,4,4555,55
Divorced,53367.0,1,1,2,7,7,0,1,400,14,0,4,4622,52
Together,22390.0,0,0,49,1,7,0,0,26,3,0,1,4571,57
Together,71322.0,0,1,31,1,2,0,0,350,12,0,3,4378,50
Single,79244.0,0,0,58,1,1,0,1,1216,21,2,3,4877,33
Together,49912.0,0,1,5,4,8,0,1,874,22,1,4,4980,77
Married,48699.0,1,1,90,1,5,0,0,40,4,0,4,4724,76
Together,80144.0,0,0,47,1,1,0,0,1367,18,0,3,4592,51
Single,54252.0,1,1,25,5,6,0,0,264,10,0,3,4717,70
Married,81929.0,1,0,60,2,6,0,1,2053,18,2,4,4958,50
Married,76068.0,0,1,67,1,6,0,0,1376,9,2,3,4897,51
Married,53204.0,1,1,40,1,4,0,0,45,4,0,4,4421,50
Together,67911.0,0,1,63,3,3,0,0,976,24,0,4,4358,77
Married,14796.0,1,0,1,2,9,0,1,51,4,0,2,4970,42
Married,78128.0,0,1,89,2,3,0,0,1264,18,2,4,4450,52
Married,14188.0,0,0,40,1,6,0,0,75,6,0,1,4806,54
Married,20425.0,1,0,5,2,7,0,0,57,5,0,1,4928,40
Married,58646.0,0,1,3,1,4,0,0,140,7,0,4,4704,64
Divorced,72967.0,0,1,1,2,5,0,1,497,17,1,3,4881,56
Married,48150.0,0,1,24,3,7,0,0,266,10,0,4,4706,77
Single,82332.0,0,0,89,1,2,0,1,2006,20,1,3,4970,65
Widow,58275.0,1,1,48,6,7,0,0,615,17,0,3,4712,71
Together,44953.0,0,0,31,1,6,0,0,1021,23,1,4,4875,45
Together,34587.0,1,1,68,2,4,0,0,22,4,0,3,4364,73
Together,43018.0,0,1,46,1,5,0,0,133,6,0,4,4560,52
Married,45736.0,0,1,92,5,7,0,0,437,14,0,4,4660,72
Together,66476.0,0,1,80,2,4,0,0,1013,24,0,4,4527,57
Married,27733.0,1,0,16,2,7,0,0,57,5,0,2,4627,45
Together,69805.0,0,1,50,2,2,0,0,1038,25,0,4,4479,74
Single,72217.0,0,0,93,1,2,0,0,1573,21,0,4,4765,64
Divorced,25818.0,1,0,51,1,7,0,0,28,3,0,3,4939,55
Together,37509.0,1,0,24,2,7,0,0,123,7,0,4,4975,50
Together,25176.0,1,1,79,1,7,0,0,13,3,0,2,4643,50
Married,43586.0,0,1,26,3,8,0,0,132,7,0,3,4988,46
Married,53230.0,0,1,86,4,5,0,0,732,19,0,2,5015,70
Together,50116.0,1,1,68,2,5,0,0,66,5,1,3,4329,69
Together,84906.0,0,0,98,1,2,0,0,1631,23,3,3,4588,54
Married,61286.0,0,1,34,2,5,0,0,608,16,0,3,4651,60
Married,82333.0,0,0,60,1,2,0,1,1822,17,1,4,4776,40
Together,65220.0,0,0,3,4,6,0,1,1282,19,0,4,4984,61
Together,33590.0,2,1,65,1,7,0,0,8,3,0,3,4558,52
Divorced,30992.0,1,0,83,1,7,0,0,43,4,0,3,4753,50
Single,72309.0,0,0,64,1,3,0,1,1931,19,1,4,4795,50
Married,156924.0,0,0,85,0,0,0,0,8,0,0,4,4624,77
Married,16005.0,1,0,69,3,8,0,0,103,5,0,1,5004,46
Single,65487.0,0,0,48,3,2,0,0,1169,14,0,4,4490,69
Married,58692.0,0,1,21,1,7,0,0,395,14,0,3,4404,61
Widow,40590.0,1,1,30,5,6,0,0,258,10,1,3,4590,57
Single,20587.0,1,0,39,1,7,0,0,25,4,0,3,4369,56
Divorced,62637.0,0,1,76,1,2,0,0,185,9,0,4,4440,72
Divorced,29435.0,1,1,11,4,9,0,1,180,7,0,4,5012,60
Divorced,19346.0,1,0,26,1,8,0,0,22,4,0,3,4470,52
Married,35788.0,1,1,34,2,6,0,0,44,5,0,3,4477,55
Divorced,36997.0,1,1,72,5,5,0,0,94,7,0,3,4833,58
Married,23539.0,0,0,13,1,6,0,0,81,6,0,3,4441,69
Single,65333.0,0,1,58,7,6,0,0,798,21,2,3,4483,53
Single,78499.0,0,0,12,1,4,0,1,1334,18,1,3,4538,69
Together,29732.0,1,0,23,1,9,0,0,38,4,0,4,4416,55
Together,41275.0,1,2,33,4,5,0,0,61,7,0,4,4417,66
Together,63516.0,1,1,30,4,5,0,0,300,12,0,4,4678,53
Married,42769.0,0,1,15,2,4,0,0,88,6,0,4,4580,64
Married,49572.0,1,1,25,2,7,0,0,54,5,0,4,4516,68
Married,69209.0,0,0,4,2,4,0,0,1782,14,1,3,4970,54
Married,17148.0,1,0,80,4,8,0,0,68,7,0,3,4472,50
Widow,40590.0,1,1,30,5,6,0,0,258,10,1,3,4590,57
Together,30560.0,1,0,6,1,7,0,0,31,4,0,4,4687,50
Married,32146.0,1,0,16,2,6,0,0,66,6,0,2,4368,43
Divorced,41713.0,1,1,57,5,6,0,0,174,8,0,2,4381,62
Together,34176.0,0,1,9,1,3,0,0,28,4,0,4,4478,51
Married,58482.0,0,1,59,2,6,0,0,731,20,1,4,4429,71
Single,59686.0,0,1,78,1,4,0,0,274,11,0,3,4475,61
Married,60896.0,0,1,90,3,6,0,1,1701,23,0,4,4946,62
Together,62994.0,1,0,74,1,6,0,0,312,12,0,3,4437,46
Together,47320.0,0,1,10,6,6,0,0,414,14,0,3,4652,69
Widow,74859.0,0,0,63,1,3,0,0,1565,22,1,2,4711,77
Single,15253.0,1,0,13,2,7,0,0,29,4,0,1,4564,34
Single,31560.0,1,0,98,2,8,0,0,94,6,0,4,4690,52
Divorced,72071.0,0,1,4,3,2,0,0,1338,17,0,3,4820,72
Single,91172.0,0,0,94,0,3,0,1,1092,14,4,4,4779,36
Married,90000.0,0,0,91,1,1,0,0,1479,17,3,3,4508,42
Single,41967.0,1,1,66,1,4,0,0,54,4,0,3,4538,45
Single,69263.0,0,1,14,1,6,0,0,568,17,1,3,4436,61
Divorced,65706.0,0,0,77,1,7,0,1,1199,26,3,2,4686,56
Together,60934.0,0,1,41,2,4,0,0,873,21,0,3,4483,51
Married,71965.0,0,1,21,3,3,0,0,1213,14,0,3,4655,75
Married,65210.0,0,1,25,2,6,0,0,731,20,2,3,4431,71
Married,79174.0,0,0,2,1,2,0,1,2043,18,2,4,4854,51
Divorced,81380.0,0,0,51,1,2,0,0,1893,16,0,4,4874,59
Single,48432.0,0,1,3,5,8,0,0,424,14,0,4,4939,53
Married,52914.0,0,1,32,2,7,0,0,575,13,1,3,4858,55
Together,38946.0,0,1,84,2,5,0,0,257,10,0,3,4568,71
Married,26067.0,1,0,49,3,8,0,0,56,6,0,3,4557,52
Married,44325.0,0,1,69,4,8,0,0,542,17,1,4,4799,54
Married,42523.0,0,0,96,1,2,0,0,125,6,0,3,4387,62
Single,26487.0,1,0,23,3,5,0,0,69,6,0,1,4725,48
Married,53233.0,0,1,18,1,4,0,0,40,4,0,2,4423,69
Married,67716.0,0,1,8,4,5,0,0,1016,24,1,3,4855,66
Married,76234.0,0,1,21,1,3,0,0,907,22,1,4,4463,54
Married,84117.0,0,0,60,1,2,0,0,1566,23,1,4,4369,70
Together,65487.0,0,0,48,3,2,0,0,1169,14,0,4,4490,69
Married,25224.0,1,0,36,2,3,0,0,46,5,0,1,4425,54
Single,89616.0,0,0,36,1,2,0,1,1644,24,0,4,4809,43
Divorced,40851.0,1,1,63,1,7,0,0,59,4,0,3,4813,55
Married,27469.0,0,0,2,1,6,0,0,17,3,0,3,5016,79
Married,82347.0,0,0,38,1,3,0,1,1853,24,2,2,4920,69
Married,73803.0,0,1,61,2,6,0,1,1528,20,1,3,5017,69
Single,8820.0,1,1,52,4,8,0,0,35,6,0,4,4784,74
Single,43322.0,0,0,25,1,7,0,0,141,7,0,3,4389,52
Together,55593.0,0,1,63,2,6,0,0,546,15,1,3,4632,53
Married,50501.0,1,1,10,7,6,0,1,500,13,1,3,4696,72
Married,37085.0,1,1,65,4,8,0,0,61,6,0,3,4323,51
Single,16185.0,1,0,71,2,8,0,0,106,6,0,1,4648,36
Single,57731.0,0,1,0,4,6,0,0,704,22,0,3,4903,57
Single,48432.0,0,1,3,5,8,0,1,424,14,0,4,4939,53
Married,73807.0,0,1,88,2,2,0,0,849,21,0,3,4863,48
Married,18929.0,0,0,15,1,6,0,0,85,5,0,3,4818,36
Single,35893.0,1,1,80,6,8,0,0,199,9,0,3,4942,58
Married,61014.0,0,1,17,4,7,0,0,1147,16,0,3,5007,46
Together,32144.0,1,1,76,4,7,0,0,54,6,1,3,4418,72
Together,14918.0,0,1,52,1,6,0,0,43,4,0,1,4889,63
Divorced,45146.0,1,1,28,2,4,0,0,53,4,0,3,4669,63
Divorced,41769.0,0,1,31,6,8,0,0,521,16,0,2,4821,71
Together,88325.0,0,0,42,1,2,0,0,1623,17,0,3,4464,45
Divorced,38054.0,1,1,24,2,7,0,0,45,5,0,4,4379,76
Single,80617.0,0,0,42,1,2,0,0,1435,18,0,2,4945,31
Married,5305.0,0,1,12,0,13,0,0,32,1,0,3,4654,50
Together,36807.0,1,1,88,1,6,0,0,16,3,0,3,4876,72
Together,28427.0,1,0,67,2,8,0,0,52,5,0,3,4785,43
Widow,82032.0,0,0,54,0,1,0,0,1234,17,0,4,4405,78
Together,22775.0,1,0,40,1,8,0,0,15,3,0,3,4695,48
Together,40101.0,1,0,73,4,7,0,0,415,13,0,4,4943,41
Married,58025.0,0,1,81,3,4,0,0,470,15,0,3,4535,47
Single,75777.0,0,0,12,1,1,0,1,1438,20,2,4,4680,44
Together,7500.0,1,0,7,4,7,0,0,53,7,0,2,4738,47
Married,33562.0,1,2,33,3,4,0,0,51,6,0,4,4324,63
Single,57642.0,0,1,24,3,4,0,0,679,19,1,4,4491,56
Together,58554.0,1,1,55,6,7,0,0,586,16,0,3,4961,58
Married,63777.0,1,1,87,8,8,0,0,653,18,0,3,4782,47
Single,57967.0,0,1,39,5,5,0,0,468,14,0,3,4803,64
Together,51381.5,0,0,53,0,0,0,0,1679,1,1,2,5006,48
Married,24434.0,2,0,9,2,7,0,0,50,5,0,3,4362,54
Single,11012.0,1,0,82,3,9,0,0,84,6,1,3,4790,42
Single,44802.0,0,0,71,2,8,0,0,1049,25,0,4,4997,56
Single,26816.0,0,0,50,1,4,0,0,22,3,0,3,5001,40
Married,34421.0,1,0,81,1,7,0,0,30,3,0,3,4683,52
Married,61223.0,0,1,46,2,5,0,0,1341,16,0,3,4701,59
Together,64014.0,2,1,56,7,7,0,0,444,15,1,4,4339,80
Divorced,56981.0,0,0,91,1,6,0,0,1241,18,1,3,4475,45
Together,69245.0,0,1,8,2,3,0,0,843,21,0,4,4476,70
Married,52869.0,1,1,40,3,7,0,1,172,8,0,4,4942,72
